1,13736230513,111111111111
2,13846544121,111111111111
3,13956435636,111111111111
4,13966251146,111111111111
5,18271575951,111111111111
6,13484188413,111111111111
7,13590439668,111111111111
8,15910133277,111111111111
9,13729199489,111111111111
10,1363057799,111111111111
11,1504368581,111111111111
12,1595900212,111111111111
13,1356043963,111111111111
14,1347025314,111111111111
15,1368284655,111111111111
16,1399231466,111111111111
17,1350946872,111111111111
18,1839017378,111111111111
19,1397505781,111111111111
20,1376877879,111111111111
21,1356843665,111111111111
22,1356843665,111111111111
